article_topic,sentence,label
"Wood heaps more misery on Palace as Glasner admits to confidence dip","It is important we keep looking forward.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Palace, meanwhile, remain the lowest scorers in the division having only found the net five times - an average of 0.6 per 90.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Crystal Palace need to target home games as opportunities to get the results.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Liverpool went there a few weeks ago and were hanging on a bit.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","It can be a difficult place for opposition teams to go.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","They have to make Selhurst Park a fortress.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","It is getting to the stage where they need to start picking up points - still early days but they will start getting a little bit nervous.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","We are all frustrated and disappointed as always one or two situations decide the game.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","At the moment, it goes against us, but we have to get through it together.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","I saw the team fighting from the first to the last second, we created chances, hit the post twice.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","At the moment we don't score goals and we have to be honest.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","No goal today, no goal vs Liverpool, no goal vs Manchester United, and if you play like this it is difficult to win.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","In the final third we very often took the wrong decisions and this is through a lack of confidence.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Ange Postecoglou and Micky van de Ven have both questioned the FA's decision to fine Tottenham after West Ham forward Mohammed Kudus punched the Netherlands defender in the face last weekend.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","The FA confirmed on Wednesday that Tottenham had been fined £20,000 for failing to ensure their players didn't behave in an improper andor provocative way during the 4-1 win against West Ham on October 19.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Kudus' foul on Van de Ven in the 82nd minute sparked a melee between both sets of players, with the defender hitting the ground shortly before his team-mate Pape Matarr Sarr was also shoved by Kudus.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","The West Ham forward was initially shown a yellow card by referee Andy Madley but this was later upgraded to a red following a check from VAR.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","West Ham were hit with the same fine as Tottenham and Kudus has also been charged with violent conduct following the incident.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Van de Ven has since given his perspective of the altercation, where he questioned the FA's decision to fine Tottenham after Kudus punched him in the face.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","He said: I had a duel with Mohammed Kudus and fell down on the ground.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I had a feeling that he kicked too much through the ball and hit me like three times.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I was a bit mad and stood up and pushed him.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Then he literally punched me, he punched me in the face and I went down.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I didn't know what happened afterwards.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","That was the situation.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","If the FA say you need to get fined, it's not how I think about it.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I think it should be a different situation.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","These claims were echoed by Postecoglou, who has stated his players were innocent of all wrongdoing after Kudus lost his composure during the loss.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I'm not sure what we did wrong, he said when asked about the decision.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Yes, there was a coming together but a couple of our players had hit the deck by then, so you would like to think we would go in there and protect them.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I thought our players controlled themselves but the FA felt differently.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","I didn't feel like there was anything edgy in that game at all.","1"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Kudus lost his composure but I don't think that's like him.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","If there was anything more, there is plenty of video evidence.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","The look isn't great.","0"
"'Kudus punched me' | Van de Ven and Ange confused by Tottenham fine","Tottenham admitted to the charges of improper andor provocative conduct in the game and accepted the standard penalty.","0"
"Wilshere leaves Arsenal to join Norwich as first-team coach","Wilshere, 32, returned to his former club in July 2022 as head coach of Arsenal's U18s and guided them to the FA Youth Cup final, in which they lost to West Ham.","0"
"Wilshere leaves Arsenal to join Norwich as first-team coach","The move to Sky Bet Championship Norwich will see Wilshere work alongside Johannes Hoff Thorup's backroom staff, with Narcis Pelach having left to take over as boss at Stoke last month.","0"
"Wilshere leaves Arsenal to join Norwich as first-team coach","As everyone knows, Arsenal is and always will be part of who I am and the club means so much to me, Wilshere, who came through the Gunners academy before making 197 senior appearances, said on the club website.","0"
"Wilshere leaves Arsenal to join Norwich as first-team coach","However, this opportunity has come at the right time to progress my coaching career within a first-team environment.","1"
