article_topic,sentence
Amorim deal close but his arrival could be delayed,The fee is believed to be easily affordable for the richest clubs and Sporting want to make sure they do not just roll over for United - that is why they are holding out for an extra £4.15m.
Amorim deal close but his arrival could be delayed,Sporting will not make life easy for Amorim and they were expecting him to stay until the end of the season.
Amorim deal close but his arrival could be delayed,They believe he has agreed personal terms with United and is set to treble his current salary of £2m net a year (about £4.15m gross).
Amorim deal close but his arrival could be delayed,Manchester United have already confirmed Ruud van Nistelrooy will undertake pre-match media duties on Thursday ahead of their clash with Chelsea this weekend.
Amorim deal close but his arrival could be delayed,"""Sporting aren't going to let Amorim leave without them being respected and without their interests being taken into consideration."
Amorim deal close but his arrival could be delayed,There's a €10m release clause.
Amorim deal close but his arrival could be delayed,United said they'll pay that.
Amorim deal close but his arrival could be delayed,But he also has a 30-day notice period in his contract.
Amorim deal close but his arrival could be delayed,"""Sporting would want ideally for him to stay for those 30 days."
Amorim deal close but his arrival could be delayed,"And also, he wants to take three of the coaches from Sporting to Manchester with him."
Amorim deal close but his arrival could be delayed,"For that, Sporting need to be paid compensation."
Amorim deal close but his arrival could be delayed,"""And the compensation they are looking for is €5m, which is around £4m."
Amorim deal close but his arrival could be delayed,"So from Sporting's point of view, Amorim is going, but they are saying, 'hey, respect us too."
Amorim deal close but his arrival could be delayed,"We're a big, big club in Europe."
Amorim deal close but his arrival could be delayed,"We're a big, big club in Portugal."
Amorim deal close but his arrival could be delayed,"We're not going to just turn around and let Manchester United come into town, take our manager, put him on a private plane and take him to Old Trafford.'"
Amorim deal close but his arrival could be delayed,"""He has a contract."
Amorim deal close but his arrival could be delayed,"Yes, the release clause has been triggered."
Amorim deal close but his arrival could be delayed,But there's still this issue of the 30-day notice period.
Amorim deal close but his arrival could be delayed,They may be prepared to let him go during the international break that's going to happen next month.
Amorim deal close but his arrival could be delayed,"Now, if that were the case, that would mean that Amorim would be in charge of Sporting for their Friday night game against Estrela."
Amorim deal close but his arrival could be delayed,"""That would also mean that Amorim would be in charge of the Champions League game against Manchester City next week."
Amorim deal close but his arrival could be delayed,And also the game against Braga a week on Sunday.
Amorim deal close but his arrival could be delayed,Then you have the international break.
Amorim deal close but his arrival could be delayed,"""So potentially that would be the moment for him to make his move."
Amorim deal close but his arrival could be delayed,Now obviously United want him straightaway.
Amorim deal close but his arrival could be delayed,"But Sporting are saying, 'look at his contract, he has this 30-day notice period'."""
Amorim deal close but his arrival could be delayed,"Speaking to the media on Tuesday evening,Amorim insisted ""nothing has yet been decided"" on his future."
Amorim deal close but his arrival could be delayed,Media flocked to Portugal for what could be the 39-year-old's last game in charge as Sporting beat Nacional 3-1 in the Portuguese League Cup quarter-final to probe Amorim on his potential move to Old Trafford.
Amorim deal close but his arrival could be delayed,"But Amorim insists he remains focused ""on wanting Sporting to become double winners of the league and cup."
Amorim deal close but his arrival could be delayed,This doesn't change.
Amorim deal close but his arrival could be delayed,"I have nothing new to say at this moment."""
Amorim deal close but his arrival could be delayed,"He was quoted as telling broadcast media: ""Nothing is decided yet."
Amorim deal close but his arrival could be delayed,"I don't know if it's the farewell game or not."""
Amorim deal close but his arrival could be delayed,"Speaking later at his press conference in Portuguese, Amorim said: ""There was the club's statement and that's the only thing they have at the moment."
Amorim deal close but his arrival could be delayed,"There is interest from Manchester United, there is the payment of a clause and then, when I have something more concrete, I will tell you, because it is always my choice."
Amorim deal close but his arrival could be delayed,"""When everything hasn't been decided, one way or the other, there's no point in talking much more, because otherwise we'll create noise."
Amorim deal close but his arrival could be delayed,"""I'm not going to say anything properly, because I don't have anything useful to say."
Amorim deal close but his arrival could be delayed,"Just saying that I will take on whatever I want to do, as I have always done throughout my time as a player and even as a coach."
Amorim deal close but his arrival could be delayed,"Regarding the game, it was a strange game, a strange environment."""
Amorim deal close but his arrival could be delayed,"When asked simply, ""do you want to leave"" by a journalist, Amorim replied: ""We haven't got to that part."
Amorim deal close but his arrival could be delayed,"The club talks to another club, is talking to another club, and then you take the next step with the coach."
Amorim deal close but his arrival could be delayed,"""And whether I want to go or not, I'll say later."
Amorim deal close but his arrival could be delayed,That's the decision we're talking about here.
Amorim deal close but his arrival could be delayed,"I won't say."""
Amorim deal close but his arrival could be delayed,Amorim was unable to give a definitive timeline over how long that would take.
Amorim deal close but his arrival could be delayed,"Asked if that was for sure, Amorim added: ""[Laughing] I don't know!"""
Amorim deal close but his arrival could be delayed,"Before leaving, Amorim added: ""I will explain everything."
Amorim deal close but his arrival could be delayed,"It will be very clear."""
Amorim deal close but his arrival could be delayed,"A former Benfica and Portugal midfielder, Amorim retired as a player in 2017 and just two years later he took up his first managerial job at Braga."
Amorim deal close but his arrival could be delayed,"He then joined Sporting in March 2020 where he has established himself as one of Europe's most sought-after young coaches, twice guiding the club to the league title."
Amorim deal close but his arrival could be delayed,"He has also won the Taca da Liga - the Portuguese League Cup - on three occasions, twice with Sporting and once with Braga."
Amorim deal close but his arrival could be delayed,Senior figures at Sporting believe Amorim is the new 'Special One' - the best Portuguese manager since Jose Mourinho - and they are convinced he will be a success at United.
Amorim deal close but his arrival could be delayed,United players have been warned to expect an extremely strict head coach who will make them follow the rules.
Amorim deal close but his arrival could be delayed,"There are no egos in Amorim's dressing room and ""he will not take any s*** from anyone""."
Amorim deal close but his arrival could be delayed,"He has a strict work ethic, is totally demanding in training and will get rid of anyone who steps out of line."
Amorim deal close but his arrival could be delayed,"The atmosphere last night for what could be Amorim's last Sporting game was described as ""like a funeral"" and the club are aware that Benfica and Porto fans are celebrating his imminent departure."
Amorim deal close but his arrival could be delayed,Reserve team manager Joao Pereira will be Sporting's new head coach.
Amorim deal close but his arrival could be delayed,It has long been inevitable that Ruben Amorim would take one of Europe's biggest jobs.
Amorim deal close but his arrival could be delayed,Winning the title with Sporting in 2021 at the age of 36 all but guaranteed that.
